<hgeokg/resource/266034056>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5172045822>
<hgeokg/resource/1426250385>	<Point_pois-Within-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149332>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743031>
<hgeokg/resource/5987980586>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/484012802>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/7613305940>
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/823979090>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/2717293824>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/266170751>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/4757137104>
<hgeokg/resource/266170800>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266170835>
<hgeokg/resource/823979090>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743031>
<hgeokg/resource/2676979135>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3922485803>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095815>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170545>
<hgeokg/resource/266170545>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/813741990>	<hgeokg/schema/electrified>	electrified-rail
<hgeokg/resource/4755575515>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/266034047>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266034080>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266774911>
<hgeokg/resource/2678650716>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2722857810>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293865>
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/7006780985>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5172045822>
<hgeokg/resource/4708888897>	<hgeokg/schema/nameEn>	nameEn-hell's kitchen - open loop
<hgeokg/resource/266170758>	<Polygon_landuse-Intersect-Polygon_buildings>	<hgeokg/resource/657134182>
<hgeokg/resource/266149329>	<http://www.w3.org/2000/01/rdf-schema#label>	Music Box Theatre
<hgeokg/resource/657134182>	<Polygon_landuse-Intersect-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/86121620>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/569345543>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170759>
<hgeokg/resource/266170825>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/643414350>
<hgeokg/resource/167922072>	<hgeokg/schema/lit>	lit-yes
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/525428785>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2678466841>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266170760>
<hgeokg/resource/817036020>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/477374247>
<hgeokg/resource/86121620>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/266149299>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/702540318>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/226041026>
<hgeokg/resource/157835453>	<hgeokg/schema/startDate>	startDate-1972
<hgeokg/resource/157835453>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/803137436>
<hgeokg/resource/368051649>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/2678650716>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/4708888897>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231269>
<hgeokg/resource/7613305940>	<hgeokg/schema/operator>	operator-New York City Transit Authority
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266149345>
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/702540318>
<hgeokg/resource/194926851>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2717293880>
<hgeokg/resource/157835453>	<http://www.w3.org/2000/01/rdf-schema#label>	One Astor Place
<hgeokg/resource/266170759>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1022646
<hgeokg/resource/266170765>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170544>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/819626511>
<hgeokg/resource/2178743034>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231269>
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2717293824>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170756>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7172247185>
<hgeokg/resource/525428785>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426250385>
<hgeokg/resource/266170534>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170544>
<hgeokg/resource/226041025>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/569345544>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1751769863>
<hgeokg/resource/682360554>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/823979087>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/163474780>
<hgeokg/resource/266149330>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/2716231113>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4708892893>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/1426276157>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3679391773>
<hgeokg/resource/266034047>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266774911>
<hgeokg/resource/167922072>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/3576199>
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149345>
<hgeokg/resource/163631696>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170545>
<hgeokg/resource/266149345>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/163631696>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041026>
<hgeokg/resource/266033991>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/682360553>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/3922485803>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/357620498>	<hgeokg/schema/gnisFeatureId>	gnisFeatureId-2083214
<hgeokg/resource/266034056>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/194926851>
<hgeokg/resource/569345542>	<hgeokg/schema/hgv>	hgv-destination
<hgeokg/resource/823979087>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6501259685>
<hgeokg/resource/702540318>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979157>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266149334>
<hgeokg/resource/1753205377>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/357620498>
<hgeokg/resource/266170751>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/420494981>
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1426276530>
<hgeokg/resource/3398576793>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/702540318>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/397795463>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-track
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1752843998>
<hgeokg/resource/266149373>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034047>
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/477374247>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2610440256>
<hgeokg/resource/1426276157>	<hgeokg/schema/brand>	brand-AT&T
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266149329>
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/258646144>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041025>
<hgeokg/resource/266149300>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4757137103>
<hgeokg/resource/137716320>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170757>
<hgeokg/resource/266170766>	<Polygon_buildings-Intersect-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/266170536>	<http://www.w3.org/2000/01/rdf-schema#label>	Casablanca Hotel
<hgeokg/resource/484012802>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2678466842>
<hgeokg/resource/813741990>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/569345543>
<hgeokg/resource/1899033652>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7006780985>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170755>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/823979089>	<hgeokg/schema/railwayTrackRef>	railwayTrackRef-1
<hgeokg/resource/3576199>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/2717293824>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/266149298>	<http://www.w3.org/2000/01/rdf-schema#label>	Bernard B. Jacobs Theatre
<hgeokg/resource/484012802>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/682360554>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/266034050>	<hgeokg/schema/operator>	operator-Ambassador Theatre Group
<hgeokg/resource/3974095816>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1487449793>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979157>
<hgeokg/resource/525428785>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266149302>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/258646144>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5825512054>
<hgeokg/resource/266034074>	<hgeokg/schema/wikipedia>	wikipedia-en:American Airlines Theatre
<hgeokg/resource/823979089>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6501259685>
<hgeokg/resource/194926851>	<hgeokg/schema/surface>	surface-asphalt
<hgeokg/resource/3398576793>	<hgeokg/schema/outdoorSeating>	outdoorSeating-no
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6501259685>
<hgeokg/resource/163629929>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/167922072>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6133822485>
<hgeokg/resource/5341456858>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/2717293865>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743031>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2717543654>
<hgeokg/resource/266149336>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/266170756>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/194926851>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/525428785>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/569345544>
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170756>
<hgeokg/resource/2610440256>	<hgeokg/schema/dispensing>	dispensing-yes
<hgeokg/resource/682360553>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/4385240481>	<hgeokg/schema/level>	level-47
<hgeokg/resource/5528676228>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/6133822485>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/46695596>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2610440256>
<hgeokg/resource/569345542>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/163474780>
<hgeokg/resource/266149365>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/803137436>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/46695596>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/7613305940>
<hgeokg/resource/266170765>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/TourismHotel>
<hgeokg/resource/266149329>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4350615591>
<hgeokg/resource/167922072>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/266149365>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/266170825>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingCommercial>
<hgeokg/resource/7172247185>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170758>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/266149299>	<hgeokg/schema/height>	height-21.0
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266774911>
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/266170545>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/3398576793>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293822>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678466841>
<hgeokg/resource/266034047>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/1752843998>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3679396691>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/2676979135>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/5341456858>	<hgeokg/schema/shelter>	shelter-no
<hgeokg/resource/266170764>	<hgeokg/schema/operator>	operator-Marriot International
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/4757137103>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/266034050>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1024691
<hgeokg/resource/2716231269>	<hgeokg/schema/addrHousenumber>	addrHousenumber-237
<hgeokg/resource/266149329>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149298>
<hgeokg/resource/813741990>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/682360553>
<hgeokg/resource/397795464>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/266170758>	<hgeokg/schema/gnisFeatureId>	gnisFeatureId-2083901
<hgeokg/resource/823979087>	<Line_railway-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/4385240481>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/682360554>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170755>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1751769863>
<hgeokg/resource/819186608>	<hgeokg/schema/voltage>	voltage-625
<hgeokg/resource/258646143>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3679394774>
<hgeokg/resource/2178743031>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/5987980586>	<hgeokg/schema/website>	website-https://www.lostacos1.com/location/los-tacos-times-square/
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/42496352>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170835>
<hgeokg/resource/657134182>	<hgeokg/schema/area>	area-yes
<hgeokg/resource/2722857810>	<http://www.w3.org/2000/01/rdf-schema#label>	Daniela Trattoria
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/823979089>	<Line_railway-Intersect-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/258646144>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170536>
<hgeokg/resource/4350615591>	<hgeokg/schema/phone>	phone-+1 212-302-2000
<hgeokg/resource/3974095815>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170756>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149330>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4213575394>
<hgeokg/resource/266170756>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/194926851>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5341456858>
<hgeokg/resource/1899033653>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4708888897>
<hgeokg/resource/2722857810>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678650716>
<hgeokg/resource/266170765>	<hgeokg/schema/contactFacebook>	contactFacebook-https://www.facebook.com/themusehotel
<hgeokg/resource/3576199>	<hgeokg/schema/addrHousenumber>	addrHousenumber-127
<hgeokg/resource/4858838221>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/194926851>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1751769863>
<hgeokg/resource/2676979135>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/1899033653>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293822>
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/2717293824>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/819626511>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034056>
<hgeokg/resource/163631696>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170540>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/823979090>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/569345543>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/HighwayResidential>
<hgeokg/resource/569345544>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/167922072>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/266170765>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3922485803>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041026>
<hgeokg/resource/266149300>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149329>
<hgeokg/resource/3974095816>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170800>
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041025>
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795463>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/2178743031>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426276157>
<hgeokg/resource/1426276530>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/819626511>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149336>
<hgeokg/resource/266034047>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/823979087>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/682360553>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149302>
<hgeokg/resource/266170766>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1069581
<hgeokg/resource/266170835>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6262714386>
<hgeokg/resource/5987980586>	<http://www.w3.org/2000/01/rdf-schema#label>	Los Tacos No.1
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149298>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426250385>
<hgeokg/resource/86121621>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170536>
<hgeokg/resource/167922072>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1426276157>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/3922485803>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170536>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034056>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/266170757>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingHotel>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/813741990>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/226041026>
<hgeokg/resource/266034080>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2678466842>
<hgeokg/resource/266149298>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149325>
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266149300>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678466841>
<hgeokg/resource/420494981>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/525729008>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266034056>
<hgeokg/resource/266170534>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingCommercial>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717543654>
<hgeokg/resource/86121621>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5825512054>
